0,40,1
40,0,1
297,0,1
761,0,1
0,1744,1
1744,0,1
2922,0,1
0,3965,1
0,4214,1
0,5060,1
5060,0,1
0,5876,1
5876,0,1
7,1,1
1,145,1
1468,1,1
2091,1,1
1,2590,1
1,3557,1
1,4159,1
1,4671,1
4671,1,1
1,5380,1
5380,1,1
18,2,1
2,236,1
274,2,1
2,433,1
433,2,1
2,445,1
2,691,1
691,2,1
2,930,1
2,958,1
3,1582,1
1582,3,1
3,1745,1
3535,3,1
3,3712,1
3712,3,1
3,4432,1
3,4470,1
3,4916,1
4916,3,1
4,178,1
178,4,1
4,2599,1
4,3011,1
3081,4,1
3184,4,1
4,3664,1
3664,4,1
3916,4,1
5365,4,1
5939,4,1
4,6882,1
6882,4,1
4,6914,1
6914,4,1
5,171,1
639,5,1
5,741,1
741,5,1
5,1023,1
1023,5,1
5,1215,1
1248,5,1
2545,5,1
5,3380,1
3380,5,1
4078,5,1
5,4188,1
4188,5,1
225,6,1
248,6,1
6,314,1
6,1128,1
6,1297,1
6,1455,1
1455,6,1
6,1840,1
6,1881,1
1881,6,1
7,80,1
80,7,1
7,145,1
7,1468,1
7,2091,1
2091,7,1
7,2534,1
201,8,1
8,331,1
8,530,1
530,8,1
8,1107,1
1107,8,1
8,2076,1
3283,8,1
8,3721,1
3721,8,1
8,5342,1
5342,8,1
11,9,1
9,158,1
9,206,1
9,306,1
9,5820,1
5832,9,1
363,10,1
10,463,1
463,10,1
799,10,1
10,967,1
1009,10,1
10,1832,1
1832,10,1
10,2083,1
10,2343,1
2594,10,1
2980,10,1
10,4369,1
11,9,1
11,63,1
63,11,1
11,143,1
143,11,1
11,232,1
232,11,1
11,5795,1
12,889,1
889,12,1
12,1534,1
1534,12,1
12,1579,1
1579,12,1
12,1598,1
2017,12,1
2734,12,1
12,3310,1
12,4042,1
4042,12,1
13,1735,1
13,2210,1
13,3385,1
13,5521,1
5521,13,1
13,5642,1
5910,13,1
13,5920,1
816,14,1
14,832,1
14,1142,1
1626,14,1
1711,14,1
14,1828,1
1828,14,1
2157,14,1
2395,14,1
14,3302,1
14,3939,1
3939,14,1
14,3947,1
3947,14,1
15,519,1
947,15,1
15,1111,1
1582,15,1
15,2001,1
15,2884,1
2884,15,1
15,2953,1
2953,15,1
15,3027,1
3027,15,1
654,16,1
1596,16,1
16,2719,1
2719,16,1
16,3197,1
16,4543,1
16,4853,1
16,5479,1
16,6243,1
6243,16,1
17,90,1
226,17,1
17,2216,1
17,2775,1
2775,17,1
17,3349,1
3375,17,1
17,3596,1
3596,17,1
3680,17,1
17,4734,1
4734,17,1
18,236,1
18,274,1
274,18,1
433,18,1
18,445,1
691,18,1
930,18,1
18,958,1
958,18,1
18,1012,1
19,813,1
813,19,1
19,1019,1
19,1398,1
1398,19,1
19,1774,1
19,2164,1
2383,19,1
2850,19,1
19,2970,1
20,627,1
709,20,1
20,1119,1
1119,20,1
1827,20,1
1956,20,1
2004,20,1
2042,20,1
20,2274,1
2274,20,1
20,2616,1
20,3174,1
3638,20,1
20,3669,1
3669,20,1
21,794,1
21,1200,1
1200,21,1
21,1877,1
21,2370,1
2370,21,1
21,2858,1
2858,21,1
21,3931,1
3931,21,1
372,22,1
22,826,1
826,22,1
22,829,1
22,1176,1
1176,22,1
2485,22,1
22,3377,1
4125,22,1
5207,22,1
23,150,1
150,23,1
175,23,1
240,23,1
23,957,1
23,1001,1
1612,23,1
23,2008,1
23,2855,1
2855,23,1
2874,23,1
3093,23,1
3098,23,1
23,3215,1
24,1098,1
24,1772,1
24,1852,1
24,2194,1
2194,24,1
24,2311,1
24,2332,1
25,1605,1
1605,25,1
1753,25,1
25,2690,1
2690,25,1
25,3274,1
3274,25,1
25,4100,1
5612,25,1
6093,25,1
26,395,1
395,26,1
26,977,1
977,26,1
1235,26,1
26,1482,1
1482,26,1
26,2086,1
2086,26,1
3255,26,1
26,6945,1
534,27,1
744,27,1
27,1218,1
1218,27,1
2072,27,1
27,2463,1
27,3319,1
27,6485,1
6485,27,1
27,6645,1
7200,27,1
2803,28,1
28,3903,1
3903,28,1
5034,28,1
28,5094,1
5094,28,1
29,217,1
29,439,1
439,29,1
29,2577,1
2577,29,1
29,2799,1
29,3331,1
3331,29,1
29,3623,1
3623,29,1
30,66,1
66,30,1
30,512,1
30,1241,1
30,1820,1
1820,30,1
30,2758,1
30,3103,1
3103,30,1
31,954,1
31,1315,1
1315,31,1
31,2468,1
2564,31,1
31,3367,1
31,4446,1
5090,31,1
5686,31,1
31,5693,1
501,32,1
759,32,1
32,1149,1
1149,32,1
32,1180,1
1180,32,1
1692,32,1
32,3805,1
32,4036,1
4036,32,1
4111,32,1
32,4527,1
32,5171,1
5171,32,1
33,151,1
219,33,1
33,2777,1
2777,33,1
3024,33,1
33,3116,1
33,3361,1
33,3483,1
3483,33,1
3927,33,1
4196,33,1
33,4555,1
4555,33,1
34,108,1
108,34,1
34,650,1
650,34,1
34,1240,1
1290,34,1
34,2244,1
34,2377,1
34,3012,1
3012,34,1
1426,35,1
1778,35,1
35,3878,1
3878,35,1
35,4004,1
35,4600,1
4624,35,1
35,5082,1
5082,35,1
5166,35,1
35,5484,1
5484,35,1
35,5511,1
5511,35,1
36,648,1
648,36,1
36,1152,1
36,1997,1
36,2683,1
36,2768,1
2768,36,1
5063,36,1
5461,36,1
36,5647,1
37,121,1
121,37,1
37,240,1
276,37,1
37,812,1
812,37,1
37,1087,1
1430,37,1
37,1703,1
1717,37,1
37,1991,1
1299,38,1
38,2047,1
4060,38,1
4134,38,1
38,4253,1
38,5566,1
5566,38,1
38,5747,1
5887,38,1
39,740,1
39,2035,1
2035,39,1
39,6125,1
39,6319,1
40,297,1
297,40,1
40,761,1
2102,40,1
40,3922,1
3922,40,1
40,5499,1
5499,40,1
40,5876,1
5876,40,1
41,111,1
111,41,1
41,741,1
757,41,1
41,898,1
898,41,1
41,1248,1
1248,41,1
41,2919,1
41,3380,1
3380,41,1
42,642,1
642,42,1
790,42,1
42,1047,1
42,1078,1
42,1694,1
42,1896,1
1896,42,1
42,2535,1
2535,42,1
43,493,1
773,43,1
43,1484,1
2335,43,1
43,3411,1
3411,43,1
43,3739,1
3739,43,1
43,3771,1
3771,43,1
43,5240,1
5240,43,1
44,126,1
126,44,1
263,44,1
641,44,1
44,1839,1
3398,44,1
44,3465,1
3465,44,1
44,4042,1
4042,44,1
44,4047,1
4047,44,1
4124,44,1
44,5382,1
843,45,1
45,925,1
45,2327,1
45,2714,1
2714,45,1
45,3194,1
45,3464,1
3541,45,1
45,4299,1
46,656,1
656,46,1
46,838,1
46,1648,1
46,1712,1
1712,46,1
2040,46,1
2670,46,1
3476,46,1
46,3940,1
4383,46,1
46,4690,1
4690,46,1
47,394,1
394,47,1
47,574,1
47,974,1
1243,47,1
47,3222,1
47,3803,1
47,3865,1
3865,47,1
48,1074,1
1074,48,1
48,1762,1
1762,48,1
2148,48,1
2545,48,1
48,3886,1
4078,48,1
48,4219,1
4551,48,1
4608,48,1
48,4809,1
48,5213,1
49,1243,1
2085,49,1
2940,49,1
2955,49,1
3960,49,1
49,4534,1
49,5760,1
49,6222,1
50,55,1
50,738,1
738,50,1
1181,50,1
50,1271,1
1271,50,1
1633,50,1
50,1637,1
50,1942,1
1942,50,1
50,2059,1
71,51,1
51,123,1
123,51,1
51,833,1
992,51,1
1538,51,1
51,1590,1
51,1715,1
51,2650,1
2650,51,1
2787,51,1
51,2870,1
2870,51,1
52,1872,1
1872,52,1
52,2183,1
52,2576,1
2576,52,1
52,3012,1
52,3992,1
52,4552,1
4552,52,1
265,53,1
53,291,1
537,53,1
53,717,1
717,53,1
1841,53,1
2778,53,1
53,2821,1
4327,53,1
6206,53,1
6258,53,1
6600,53,1
53,7019,1
7019,53,1
911,54,1
54,1993,1
1993,54,1
54,2361,1
54,3024,1
3024,54,1
54,3361,1
3361,54,1
54,3483,1
54,3611,1
55,737,1
737,55,1
55,1271,1
1271,55,1
1633,55,1
55,1942,1
1942,55,1
3101,55,1
55,4499,1
4499,55,1
55,4759,1
5258,55,1
55,6049,1
6049,55,1
56,117,1
117,56,1
56,976,1
56,1289,1
1289,56,1
1365,56,1
56,1380,1
1380,56,1
56,1643,1
1643,56,1
56,1938,1
244,57,1
57,1528,1
57,2011,1
2011,57,1
57,2585,1
57,2933,1
2933,57,1
57,3160,1
3282,57,1
57,4444,1
4444,57,1
147,58,1
772,58,1
58,924,1
58,1513,1
58,1647,1
58,2416,1
2575,58,1
2721,58,1
58,3230,1
3358,58,1
58,3382,1
59,1112,1
1112,59,1
59,1193,1
2299,59,1
59,2410,1
59,2882,1
59,5854,1
59,6933,1
1240,60,1
60,1290,1
60,1367,1
1367,60,1
60,1591,1
1591,60,1
2244,60,1
60,2377,1
2377,60,1
